Time_Taken,Failed_Attempts,IP_Change,Typing_Speed,Device_Type,Browser_Type,Login_Hour,Weekend_Login,Anomaly
1.1064831453876165,2,0,69.41431627322216,0,1,14,0,0
9.176515186355509,1,0,96.33967030954851,0,2,16,1,0
1.8262224140410392,0,0,88.61436468601993,0,1,13,1,0
21.920746283405787,4,1,27.669300050748745,0,0,18,1,1
5.39371799991434,0,0,62.719506872471776,0,0,15,0,0
8.083338462550628,0,0,65.08361187920764,0,1,18,1,0
21.74919783124789,3,1,31.15835225969851,1,1,9,1,1
6.368568900876765,0,0,95.43606411812212,0,1,13,0,0
4.530134408378509,0,0,84.8760076522874,0,1,6,1,0
6.544852762473551,1,0,85.00559468306483,0,0,12,0,0
24.619047886259203,3,1,40.7301242128794,1,0,0,1,1
2.6391869759351696,1,0,77.91818126551071,1,1,6,1,0
8.04337480136294,0,0,69.0742350012243,0,1,21,0,0
5.718308314418525,0,0,69.79253890719849,1,1,19,0,0
2.511360230706315,0,0,99.71479659754351,0,2,11,1,0
8.332549897644991,1,0,72.67702442382785,0,0,19,0,0
23.842713071947912,3,1,45.616265597146565,1,2,14,0,1
16.591434421515704,4,1,41.732774649994816,1,1,7,0,1
26.400206312893637,3,1,40.307666216879454,1,1,0,1,1
6.802650710295861,0,0,70.57450185253522,0,2,20,1,0
7.810440966743296,0,0,79.64938490292279,0,1,8,0,0
2.107674006005329,0,0,81.24199649775599,0,0,16,0,0
3.4950622749643045,2,0,91.94294087066962,0,0,18,0,0
8.686754945067326,1,0,91.1745932067362,0,0,7,0,0
9.678725253005037,0,0,86.08198894497126,1,2,14,0,0
2.962479602793797,0,0,81.30161950602456,0,1,8,0,0
8.208178177573107,0,0,95.27990804722359,0,1,18,0,0
17.203378430705527,3,1,43.396462409579215,0,2,21,1,1
3.3540808784656586,0,0,92.33005527219112,0,1,17,0,0
7.5935329560726235,1,0,72.91471481000555,0,2,12,0,0
2.161841383512885,2,0,80.90591531430357,0,1,7,1,0
9.44116206754501,1,0,81.39032310030237,0,1,20,0,0
7.524891643287617,0,0,91.44591888540809,0,1,12,0,0
7.465019308653745,0,0,98.13108830384789,0,2,18,0,0
9.163116325279564,0,0,69.00621499845289,0,1,18,0,0
5.373734794755111,2,0,60.82793034068785,0,1,18,0,0
4.305690429689539,0,0,99.51707570481518,0,1,13,0,0
1.3781217276209774,0,0,93.36017933712891,0,1,20,0,0
8.823509083744671,2,0,88.51484414716055,0,1,13,0,0
4.240082719747013,0,0,61.37360486260471,1,0,6,1,0
2.0174615228682904,0,0,81.04254930642793,0,1,12,0,0
7.588615989568425,0,0,85.63017103167051,1,2,18,1,0
27.437797930587084,3,1,20.484421113380698,0,1,19,0,1
21.311680399784443,4,1,39.84125603497952,0,0,14,0,1
2.919209780676262,2,0,68.18273038780316,0,1,21,1,0
6.496751678534613,1,0,85.91248739321313,0,1,17,1,0
1.8089024753389553,1,0,61.49726299985041,0,0,7,1,0
29.8048356743492,4,1,30.94245680904349,1,0,5,1,1
23.682284974164403,3,1,24.758563242915116,1,2,16,0,1
4.369253437791182,1,0,64.45571872832458,0,1,15,0,0
4.967694908190447,0,0,75.33028943362318,0,1,21,0,0
5.410567052685999,1,0,72.50614535225372,0,1,18,1,0
6.82328360748767,0,0,72.49659146074399,0,0,20,0,0
19.420652170479634,3,1,33.95591254015292,0,0,5,1,1
7.831611374320034,2,0,68.95514868266251,0,2,7,0,0
2.2142468083831752,1,0,67.53820972249974,0,1,9,0,0
24.298126185213274,4,1,46.47263883130497,0,0,21,0,1
5.4507208138346215,1,0,76.90220439832345,0,0,18,0,0
7.129771558729207,2,0,71.55449493715255,1,0,19,1,0
5.272667107936285,1,0,77.77504887486998,0,1,20,0,0
7.817593562798157,1,0,88.7515116525716,1,1,12,1,0
5.4258210468501735,0,0,70.2816579249259,0,1,12,1,0
7.713287348320925,0,0,80.28475751719162,0,0,13,0,0
27.746868834325724,3,1,26.273791956807436,0,0,21,1,1
4.944694880349644,0,0,71.4098444227612,0,1,21,1,0
1.007888429031989,2,0,85.62853949721922,0,1,19,0,0
1.7259393078537224,0,0,60.281265518309375,0,1,12,1,0
8.290432145779054,0,0,79.98184024031897,1,0,16,0,0
23.461257247412703,4,1,44.84429139050746,1,0,22,0,1
1.1655027773059814,0,0,66.21306494970239,1,0,19,0,0
6.443868126449045,1,0,64.8895099789387,0,1,7,0,0
18.428139518508644,3,1,32.829272462770305,0,1,7,1,1
5.207594838512113,0,0,64.43827067692754,0,0,15,0,0
4.08591960010938,0,0,96.89860130439689,0,0,10,0,0
22.766226880256415,4,1,32.0200536699596,1,2,0,1,1
9.718377688944912,2,0,63.061775582428666,0,2,19,0,0
7.294141201921824,1,0,62.52974199665302,1,1,14,1,0
8.510148605176958,0,0,71.06430607480412,0,2,14,0,0
5.126773075848829,0,0,70.52820475237382,0,0,20,1,0
6.707146495738661,2,0,86.27354602983463,0,0,12,1,0
4.017694619234572,0,0,66.6615547529197,0,0,6,0,0
8.10321136396026,0,0,92.12281084127459,0,2,16,0,0
8.125498658363469,2,0,71.97342057914337,0,1,9,1,0
4.591674776778104,1,0,96.85960135862375,1,1,14,0,0
24.714892848527803,4,1,27.982713572510793,1,2,13,1,1
6.845956882431757,1,0,90.68933857810319,1,0,19,0,0
4.015203317315102,0,0,96.1247740652183,0,1,9,0,0
3.265493910148944,1,0,65.52503431178724,0,2,13,0,0
8.220759419302853,0,0,89.72464995589525,0,1,16,0,0
7.26917423711268,1,0,93.24000716450351,0,1,20,0,0
2.790763356637054,0,0,64.1302242279406,0,2,19,0,0
7.745671860230791,0,0,72.49773559119436,0,1,11,1,0
1.8267098263952937,0,0,73.940250681363,1,1,17,1,0
8.665611904566452,0,0,68.40725340001558,0,1,13,0,0
6.870740804817029,1,0,93.45094946914207,0,0,11,1,0
6.905752242601699,0,0,79.0626418604077,0,2,18,0,0
3.918357253796217,1,0,97.94691540815428,1,1,12,0,0
8.14502248934085,1,0,71.01437833768807,0,2,14,0,0
2.0633587144776904,0,0,67.13014503377994,0,2,12,0,0
4.657850269071039,0,0,70.90717415588992,1,0,6,1,0
4.070776039528645,1,0,97.63376529277684,0,1,14,1,0
27.582620273796593,4,1,46.73371090855617,1,2,14,0,1
4.315696544998061,0,0,90.74438507446973,1,2,21,0,0
16.180630340263527,3,1,38.81986670383439,1,0,17,1,1
5.805776870326587,1,0,76.64237272703345,0,1,17,1,0
3.444934577821311,0,0,78.0984417284881,1,1,21,0,0
6.354480547323258,0,0,97.7460801066666,1,2,21,0,0
17.45638066127092,4,1,41.16773361185266,0,1,20,1,1
9.121821357293943,0,0,81.41447327630213,0,2,10,0,0
2.398638953746868,0,0,89.74481457251012,1,1,13,1,0
2.25137937105048,0,0,83.62832110060677,1,0,21,0,0
25.914308825067916,4,1,38.9939890393903,0,2,10,1,1
7.635471061284312,0,0,85.26175600293973,1,0,18,0,0
1.9281564696687121,1,0,99.45219882129855,0,1,16,0,0
7.342947294884746,2,0,96.89235891025471,0,1,20,1,0
17.255148426508327,4,1,34.16583983579038,0,0,13,0,1
9.08704179969197,0,0,62.929286376956014,1,1,9,0,0
7.193619526084413,0,0,99.51020991185024,1,2,14,0,0
4.650386285941804,2,0,94.60916735175348,0,1,18,0,0
8.846374469888321,0,0,65.85573719510775,0,1,15,0,0
6.964002071113968,2,0,96.91733539998928,0,1,19,0,0
6.931718615604836,0,0,64.35004966886504,1,1,8,0,0
9.216951088511497,0,0,92.46216053277382,1,0,19,0,0
1.0944094987059847,0,0,75.49579857199258,0,2,20,1,0
4.719203795364868,1,0,88.181617209832,0,1,18,1,0
9.856025419885567,0,0,99.57634060316992,0,1,15,0,0
3.5887896554924588,0,0,83.47213547420625,0,1,20,0,0
9.265917286177809,1,0,75.34366523206792,0,1,9,0,0
4.815079069810871,0,0,88.28776158074788,0,0,11,0,0
4.9401783374516555,1,0,73.84227115334437,0,1,7,0,0
8.956080123159325,0,0,84.91423387852379,0,2,20,0,0
2.916908602897914,0,0,77.77016653652828,0,1,16,0,0
6.985607797789945,0,0,88.83419709064859,0,2,15,0,0
22.148238091223206,4,1,26.915646164763004,1,0,7,1,1
4.884414666329451,0,0,76.12249433629495,0,0,11,0,0
1.6626805355744736,0,0,96.18850484126932,1,0,19,0,0
21.657819231303847,3,1,27.047315223660302,0,2,13,1,1
16.370909487277856,4,1,31.934214748331126,1,1,17,1,1
1.3902557749539577,0,0,83.76208771957928,0,1,11,1,0
8.896286405912507,0,0,90.21232719417257,0,1,14,0,0
5.050360590125473,1,0,74.28665554898461,0,1,17,1,0
3.762341726811264,1,0,67.83484881462613,0,1,8,0,0
1.9896740577936427,1,0,94.12823023616384,0,0,11,0,0
9.409973421706058,0,0,64.5592253131995,0,0,10,0,0
7.146884463066498,0,0,88.0482813160437,0,0,13,0,0
6.548124666273654,1,0,91.50403193125106,1,0,15,0,0
5.371662504375448,0,0,78.18541928662279,0,1,12,0,0
1.5880272018167343,0,0,89.48640616064742,0,1,17,0,0
3.219448028195538,0,0,84.87248039877608,0,1,17,0,0
6.4792226758257705,0,0,85.85329436985143,0,1,10,1,0
4.58749280125185,2,0,88.32549490588015,1,1,13,0,0
1.3305986115778894,0,0,71.65526234341593,0,0,18,1,0
1.8263439643817598,0,0,78.64240032209746,1,1,18,1,0
7.936214308060249,0,0,96.75023501640732,0,2,10,0,0
23.573493871899945,4,1,38.76230226573754,1,0,6,1,1
5.906650416013934,0,0,79.41648309187835,0,0,8,0,0
4.168033834555935,0,0,88.80649766574088,0,0,14,0,0
2.6092337852405247,1,0,63.814316316923275,0,1,10,0,0
7.016130958532285,0,0,99.8097186677766,1,0,21,0,0
9.152589328656706,0,0,99.65070878414531,0,1,18,0,0
4.569754314634912,0,0,72.47808106423106,0,0,8,0,0
1.8009822209237893,1,0,96.78233751722809,0,1,12,0,0
2.4005194058506247,0,0,93.41766606397746,0,1,17,0,0
24.645430508680626,3,1,39.16450949072802,1,1,23,0,1
7.471774420841713,0,0,81.88963865605757,0,0,9,0,0
29.029443799533688,3,1,20.725155398730198,0,0,7,1,1
1.8874153725732925,1,0,68.85015767260634,0,0,9,0,0
5.340378475210797,0,0,86.69010433869977,0,0,18,0,0
5.457339082286738,0,0,82.45478915970585,0,0,7,0,0
25.23963009906256,4,1,46.34278622988644,1,0,12,1,1
1.5240763978201808,0,0,78.80025926768845,1,0,12,0,0
25.411286435662753,3,1,48.16085759697714,0,0,12,1,1
22.262479624909787,4,1,36.99339787334394,0,2,18,1,1
5.519413375008691,0,0,78.73180847595971,0,2,19,1,0
7.165897310016989,0,0,82.50332559198475,0,2,12,0,0
4.027744952166929,1,0,76.60066570056026,0,1,15,0,0
7.66954617357454,1,0,71.93813010387005,0,1,15,0,0
6.369582672947906,0,0,85.07890060238338,0,0,6,1,0
9.626624290225202,0,0,99.97490086710789,0,0,6,0,0
1.6522542953733435,1,0,89.47191568168253,0,1,12,1,0
23.77466681541215,4,1,40.462161969442036,0,1,10,1,1
21.57317200678081,4,1,36.01321205073427,0,1,4,1,1
1.268747981040931,1,0,77.92335175146343,1,1,16,0,0
4.480827806666561,0,0,72.59353972564352,1,2,9,0,0
2.032971775407767,1,0,66.76220902728954,1,0,19,0,0
8.839797346616654,0,0,79.76324810269755,0,2,17,0,0
2.05041053525774,0,0,77.2455858128566,1,1,10,0,0
9.9753419370337,0,0,95.18879806516958,1,2,13,0,0
8.278109579074187,0,0,64.03699903791285,0,1,12,0,0
7.5293599591126785,0,0,80.2915762553304,0,0,8,1,0
1.7486692357335514,0,0,60.34402804645414,0,0,9,0,0
2.653876324482878,1,0,72.87760135419654,0,1,12,1,0
24.026119007466793,3,1,22.824124924509597,0,2,6,0,1
3.2464244230314456,0,0,82.48533374793051,0,2,9,0,0
21.107412425679602,3,1,22.340812450080673,1,2,5,0,1
17.82335772520426,4,1,28.754883935244838,0,1,17,1,1
7.513750040087995,0,0,84.68479156370039,0,2,18,0,0
7.44055161712421,0,0,63.15602342825481,0,1,15,0,0
9.190786951922512,0,0,78.07729879530025,0,2,6,0,0
4.692130930079253,0,0,86.10970457856851,0,0,11,0,0
6.779593065473753,2,0,68.38543847086022,0,0,12,1,0
3.1283678612342003,0,0,70.2319343273296,1,0,7,1,0
6.7198598414506625,0,0,91.33941839253221,0,0,9,0,0
1.7042256977706665,1,0,95.31267115404412,0,0,9,0,0
3.2835475287069436,0,0,74.20524063858005,1,1,21,1,0
3.9602728998192678,0,0,79.93535812533567,0,2,14,0,0
7.3171283829729195,0,0,84.3790824370522,0,1,12,0,0
7.989198861934152,0,0,62.338321964410056,0,1,8,1,0
8.432834722828428,0,0,85.77137408226079,0,1,16,0,0
5.820271743719104,1,0,71.39718339037591,0,2,11,1,0
9.225524522667298,2,0,90.96105860469994,1,1,6,0,0
2.159928981230638,1,0,98.42691995459609,0,2,21,0,0
6.853480444281629,0,0,93.13349026354473,0,0,19,0,0
1.288430153477489,1,0,75.82145999580703,1,1,7,0,0
5.910471518566235,0,0,90.54051108989938,1,1,10,0,0
5.352904010324554,0,0,60.346247989380764,0,1,8,1,0
7.843763068573663,0,0,62.24247907670422,0,1,21,1,0
5.0251770228860595,0,0,96.16967828490952,0,2,12,0,0
18.768694329683328,3,1,23.551126943013553,0,1,19,0,1
16.83962319767599,4,1,39.20015216585962,0,0,8,1,1
7.839463140448696,0,0,67.49516044423531,0,2,6,0,0
29.248523123631635,4,1,30.295866009880765,0,1,2,1,1
8.364386955317265,0,0,71.76445354182003,0,1,20,0,0
19.736176855768377,4,1,26.221688630343234,0,0,11,1,1
2.9275731247840797,0,0,73.79132040804309,0,1,16,0,0
8.17036474274369,0,0,60.68593687967538,0,0,10,1,0
1.297570420838487,1,0,82.95282240769602,0,1,16,0,0
5.027214885004609,1,0,97.57951303720654,0,0,17,0,0
6.941273310115347,2,0,67.19738116807771,0,2,20,1,0
5.031592559453271,0,0,73.76349966528677,0,1,20,0,0
1.7994630273225711,0,0,75.32060040667852,0,2,10,0,0
3.1069740821946104,0,0,92.7072283211815,0,1,18,0,0
3.845526720333861,0,0,78.87848065446673,1,1,11,1,0
3.1127043696502574,0,0,61.263292917511976,0,1,15,0,0
8.027341738631733,1,0,91.11812638653186,0,0,20,0,0
4.637725629865799,1,0,60.481584539461494,0,0,10,1,0
3.527406009995588,0,0,85.74080074455489,0,2,19,0,0
9.91682242931431,0,0,85.55890276151933,0,0,15,0,0
26.65665446201472,3,1,22.101173898505678,1,1,22,1,1
5.526472514990209,0,0,60.99898450703192,0,2,7,0,0
2.1206706756915064,2,0,88.86104768793194,0,1,14,0,0
5.678531405611076,0,0,84.85508485462815,0,2,11,0,0
22.64002173883322,3,1,30.866011389433936,1,1,21,1,1
3.2562921255194626,0,0,60.291204071841676,0,0,7,1,0
4.233257776746479,0,0,66.42976527224833,0,1,21,0,0
1.8726965304689185,1,0,93.3406981761976,0,0,10,0,0
7.906230757351398,1,0,72.59300094521923,0,0,14,0,0
6.716525385053987,1,0,75.3485125478761,1,1,9,0,0
7.778220444011967,1,0,86.33145503700797,1,0,6,1,0
7.193576226978439,0,0,86.93613599854588,0,1,6,0,0
8.011568530358595,2,0,97.33033686171771,0,2,15,0,0
3.7876122509742576,1,0,79.76048012866163,0,1,20,0,0
3.789516725422633,2,0,75.5890652673031,1,1,12,1,0
9.943527167400596,0,0,95.81728898121446,0,2,20,1,0
9.927827303216457,0,0,92.76341518394891,0,0,14,0,0
6.094149785150691,0,0,82.80782094961671,0,2,9,0,0
6.879574603020568,0,0,85.31718535062375,0,1,13,1,0
3.382018103253382,2,0,75.52937967510914,0,1,17,0,0
3.5362631832274856,0,0,95.61942556033915,1,0,11,1,0
9.965543351291588,1,0,65.97462114080948,0,2,14,0,0
9.734772518055266,1,0,83.61692846056022,0,1,14,0,0
4.794999940626729,0,0,71.1799937206991,0,0,10,1,0
8.344279421756156,1,0,64.82050957950823,0,1,18,1,0
20.010831230176958,4,1,29.50671790724924,1,2,15,1,1
28.507565373505834,4,1,34.50582766914938,0,2,11,1,1
8.180145769874214,1,0,82.1284885107854,0,1,10,0,0
1.7391908706963295,2,0,76.71504234036526,1,1,19,1,0
9.68142475218792,1,0,94.42738456137124,1,2,14,1,0
8.745918300054242,1,0,79.84690166278313,0,1,19,0,0
23.002041481281445,4,1,48.859649503296694,0,1,3,1,1
5.162291111023338,0,0,83.6208832438666,0,1,6,0,0
7.29718564678245,1,0,73.23352921292772,0,0,16,0,0
23.351393694255115,4,1,24.96230299211983,0,2,11,1,1
4.586467878182312,0,0,97.6148660318585,0,2,9,0,0
3.5768458672351717,0,0,96.5898166003402,0,0,20,1,0
4.625755658679196,0,0,71.07908818708901,1,0,7,0,0
6.511657202755559,1,0,96.7675105382219,0,0,10,1,0
8.586927931914484,0,0,93.22453643161315,0,0,16,0,0
9.23732582186486,0,0,86.42414342184587,0,1,19,0,0
5.620333444895714,0,0,96.67086622762389,0,0,11,0,0
8.30768712123076,0,0,73.11222561161513,0,1,13,1,0
6.486265367404762,0,0,60.25123551587339,0,0,11,1,0
26.29327715219698,4,1,21.82055565199225,0,2,12,0,1
1.061202503040532,0,0,69.35386122890031,0,1,19,1,0
6.084744507487288,0,0,79.89846694755252,0,2,7,0,0
1.8819772361202567,0,0,72.11738604739108,1,1,11,0,0
1.1829984654176875,0,0,66.79137238093276,1,2,11,0,0
26.31134877924616,4,1,45.549294871756274,0,0,2,0,1
3.299688142158813,2,0,91.7818541987039,1,0,19,0,0
9.806064916190616,0,0,92.16217690276272,0,0,15,0,0
26.23427923624343,3,1,23.2703582468724,0,1,23,0,1
9.88532187806331,0,0,67.79041824298257,1,2,9,1,0
2.1287781334248086,0,0,77.299857942031,0,0,19,1,0
5.697007543255295,0,0,82.74868498840246,0,1,16,1,0
3.7673536551602376,0,0,81.84992532488529,0,1,20,0,0
8.62638669526401,0,0,69.92648953493457,0,0,16,0,0
26.103551799961682,3,1,27.837419894574623,1,2,0,1,1
2.0739770923616825,0,0,81.75246325443932,1,2,12,0,0
1.4816359960445658,2,0,96.65457182684196,0,1,19,1,0
24.870419728959856,4,1,47.925258714438385,1,0,18,1,1
4.283305010905757,0,0,73.34972948027044,0,1,10,0,0
5.75101338364675,0,0,62.439370633645424,1,2,13,1,0
1.7611535252738801,1,0,70.36741766163921,0,2,10,0,0
9.434080725437465,0,0,65.43692034671228,0,0,15,0,0
2.2646139820033806,1,0,94.10393708749959,0,1,6,0,0
7.844259781144029,0,0,70.71513177405348,1,0,17,1,0
8.650965685086694,0,0,97.32148280640817,1,1,9,1,0
7.7346852076189645,0,0,63.79694657829279,0,0,13,1,0
9.556691803816621,1,0,62.55583145540267,0,1,20,0,0
4.692869287670593,0,0,88.4344781525748,1,0,16,0,0
4.338449583995884,0,0,86.41706194327969,0,1,8,0,0
2.0746201754349505,0,0,72.81282793238523,0,1,12,0,0
2.773815559145513,0,0,69.63347545243589,1,0,15,0,0
1.8922494807519414,2,0,93.11739500470907,0,1,15,0,0
9.866960649750311,0,0,81.85565106091019,0,0,18,0,0
4.2906134129538245,1,0,67.09133946100845,0,0,15,0,0
4.566576897223043,0,0,96.50836742706699,0,1,13,0,0
5.93015761341476,0,0,98.85000709229197,0,1,8,0,0
1.1456542703760078,0,0,75.8312805625399,0,1,19,0,0
18.192593282739683,4,1,27.458927447416208,1,0,23,1,1
1.0946806616354692,0,0,83.73450227688258,0,1,10,1,0
20.99018067806912,3,1,35.45343576698389,1,2,12,1,1
3.086642051477317,0,0,99.86731722140703,1,1,13,1,0
6.058734166372852,0,0,64.12021899215561,0,1,16,0,0
7.183322110618468,0,0,78.86335585288924,0,1,13,1,0
6.728733017305044,0,0,96.93593822799244,1,1,7,0,0
16.158839511817433,3,1,37.80104510921713,0,0,20,1,1
5.997719029179817,0,0,71.01993540379806,0,1,11,0,0
1.6036572705039815,0,0,66.41516257260314,0,0,12,0,0
7.801253312782602,0,0,70.75267717023937,0,0,7,1,0
9.887335854679478,0,0,72.00757390996631,0,2,15,0,0
5.417391786909179,2,0,98.55156198276498,0,1,12,0,0
9.037361353138424,0,0,67.536999710308,0,0,16,0,0
16.43836750820692,4,1,29.216801757913455,1,0,22,1,1
2.8224841296132226,0,0,85.10221595369988,0,0,18,0,0
4.3649387959209145,0,0,75.06082079393758,0,1,15,0,0
3.280370681807345,0,0,72.97359329851834,0,1,6,1,0
9.749237069025703,0,0,95.83874829676033,1,2,18,0,0
3.4002124750566964,2,0,80.64512539065893,0,1,9,0,0
6.447480282057035,2,0,97.93133176615385,0,1,6,1,0
2.1475214477555973,2,0,62.20707845551992,0,0,13,0,0
7.632947111902065,0,0,87.14485556506978,0,0,17,0,0
2.541012308698468,0,0,69.18592895953603,1,1,14,1,0
5.052519643033982,1,0,73.65821670909939,0,0,8,0,0
2.581179471839016,1,0,86.65762383387926,0,0,11,0,0
8.67352939474307,1,0,80.66620368538297,0,0,12,1,0
8.650344938835945,0,0,78.2088441911676,0,1,21,1,0
7.201396756907325,0,0,99.4568772259618,0,0,15,0,0
9.367320887137296,0,0,88.92245144907366,1,1,18,0,0
22.44040866973418,4,1,45.49253049465996,1,1,4,1,1
7.883729728175094,0,0,66.65755197033229,0,1,18,0,0
6.106784976512327,0,0,72.87825765588978,0,1,19,0,0
6.47654842202027,2,0,92.1151865218173,0,1,8,0,0
2.217697604531721,0,0,81.5028194220861,1,1,12,0,0
16.19758403337252,3,1,38.33056408536336,0,2,17,1,1
8.53827791622217,0,0,84.54228148807286,0,1,21,0,0
17.76175269880033,4,1,25.19095749306663,1,2,22,1,1
1.7931354519052674,0,0,71.1658602692386,1,0,12,0,0
8.788718771987398,0,0,65.4657379216323,1,2,10,0,0
8.765256203903355,1,0,85.68734454534273,0,0,8,1,0
7.942268365159967,0,0,87.79547506103205,0,1,16,1,0
6.650623295425598,0,0,91.2936043657279,0,0,8,0,0
9.069415552866072,2,0,91.96770708732032,0,2,16,1,0
28.847430788607838,3,1,41.46131965051388,0,0,11,0,1
22.747142986801727,4,1,44.93379691726358,1,0,11,0,1
2.8046314579780134,0,0,66.31068175342766,0,1,19,0,0
16.57250782045066,3,1,49.417927909835484,0,1,18,0,1
5.318976955545233,0,0,73.1675299263836,1,2,21,0,0
17.589326616001067,3,1,43.828791400852104,1,0,15,0,1
1.487693481906104,2,0,81.06482646443916,0,0,9,0,0
2.6324749791575903,0,0,61.604066875481216,1,1,15,0,0
6.816268550163975,0,0,94.3385516685543,0,1,19,1,0
5.007981212943834,0,0,94.7120876683471,1,0,21,0,0
4.439084596807142,0,0,87.08481696714138,0,2,14,0,0
6.534294925900782,2,0,95.87301473696812,0,0,6,0,0
8.429084968078342,0,0,75.02026006624487,0,1,11,0,0
3.4711725873269916,2,0,87.41906997846124,0,2,13,0,0
19.45309647828407,4,1,30.98774902231701,0,0,10,0,1
4.405606074934291,2,0,74.90884393365761,0,0,9,0,0
8.503849542016791,0,0,91.83032246731094,0,2,20,0,0
7.5433032853457584,0,0,76.90221405866788,0,0,11,0,0
17.743935913103783,3,1,39.57739383519186,0,0,6,1,1
7.125861179449079,0,0,67.87517786206791,0,1,9,0,0
6.13917605656972,0,0,66.45109355308142,1,0,9,0,0
19.688968330385848,3,1,22.024134814052466,1,1,8,1,1
8.547649098856615,2,0,93.14002697684447,0,1,18,1,0
2.9340848203436387,0,0,79.06453337774306,0,1,6,1,0
2.7553046630564926,0,0,88.36923268750444,0,2,6,0,0
6.1709734606387245,1,0,93.71028564415155,1,0,10,0,0
8.37349730491977,0,0,81.2803770135447,0,1,8,0,0
7.013780753469885,0,0,73.48545970925191,0,2,19,0,0
21.122903198370018,4,1,32.70096674223442,0,1,13,1,1
8.33837926132506,2,0,99.01339030429733,1,1,10,0,0
1.568261860637234,0,0,87.4367525869606,0,1,19,0,0
6.122753514932614,0,0,70.18490817539416,0,1,18,0,0
23.81070454768818,3,1,28.910807967121478,0,1,4,1,1
1.8798870497787517,0,0,89.04994521365686,0,0,16,1,0
8.710918994116433,0,0,76.57493257109427,0,2,21,0,0
2.661875485223588,0,0,67.82091843654463,0,0,13,0,0
6.4261275440370325,1,0,76.30464800047892,1,0,9,0,0
1.646318200906943,0,0,85.06714926560831,0,0,17,0,0
